user,start_time,end_time,total_volume,resolved_pnl,win_rate,resolved_markets,unresolved_markets
0xe90bec87d9ef430f27f9dcfe72c34b76967d5da2,2025-11-18T23:06:20.189651+00:00,,0.000000,0.000000,,0,0
